Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
waarde,"noun, de(f)",value,True,False,False,False,False,False
ziekenhuis,"noun, het",hospital,True,False,False,False,False,False
betrekken,verb,to involve,True,False,False,False,False,False
oplossing,"noun, de(f)",solution,True,False,False,False,False,False
verkeerd,adj,wrong,True,False,False,False,False,False
slag,"noun, de(m)",blow,True,False,False,False,False,False
bericht,"noun, het",message,True,False,False,False,False,False
dergelijk,adj,such,True,False,False,False,False,False
duizend,num,thousand,True,False,False,False,False,False
collega,"noun, de(m)",colleague,True,False,False,False,False,False
vrezen,verb,to fear,True,False,False,False,False,False
overtuigen,verb,to convince,True,False,False,False,False,False
moeite,"noun, de(f)",difficulty,True,False,False,False,False,False
baan,"noun, de",job,True,False,False,False,False,False
last,"noun, de(m)",load,True,False,False,False,False,False
rustig,adj,quiet,True,False,False,False,False,False
tekst,"noun, de(m)",text,True,False,False,False,False,False
bezoek,"noun, het",visit,True,False,False,False,False,False
hoop,"noun, de",a) hope b) pile,True,False,False,False,False,False
kamer,"noun, de",room,True,False,False,False,False,False
treffen,verb,"to hit, to strike",True,False,False,False,False,False
uiteraard,adv,"of course, naturally",True,False,False,False,False,False
orde,"noun, de",order,True,False,False,False,False,False
lijn,"noun, de",line,True,False,False,False,False,False
aanwezig,adj,present,True,False,False,False,False,False
gang,"noun, de(m)",corridor,True,False,False,False,False,False
voorzien,verb,to provide,True,False,False,False,False,False
overal,adv,everywhere,True,False,False,False,False,False
keren,verb,to turn,True,False,False,False,False,False
tafel,"noun, de",table,True,False,False,False,False,False
middel,"noun, het",means,True,False,False,False,False,False
gezin,"noun, het",family,True,False,False,False,False,False
licht,adj,light,True,False,False,False,False,False
dik,adj,thick,True,False,False,False,False,False
dagelijks,adj,daily,True,False,False,False,False,False
mening,"noun, de(f)",opinion,True,False,False,False,False,False
eindelijk,adv,finally,True,False,False,False,False,False
grens,"noun, de",border,True,False,False,False,False,False
menen,verb,"to believe, to think",True,False,False,False,False,False
beslissing,"noun, de(f)",decision,True,False,False,False,False,False
telkens,adv,each time,True,False,False,False,False,False
ontdekken,verb,to discover,True,False,False,False,False,False
gooien,verb,to throw,True,False,False,False,False,False
zoiets,pron,something,True,False,False,False,False,False
wet,"noun, de",law,True,False,False,False,False,False
drinken,verb,to drink,True,False,False,False,False,False
gebouw,"noun, het",building,True,False,False,False,False,False
luisteren,verb,to listen,True,False,False,False,False,False
opdracht,"noun, de",task,True,False,False,False,False,False
twaalf,num,twelve,True,False,False,False,False,False
stil,adj,silent,True,False,False,False,False,False
verleden,"noun, het",past,True,False,False,False,False,False
hoeveel,num,"how many, how much",True,False,False,False,False,False
voldoende,adj,sufficient,True,False,False,False,False,False
dreigen,verb,to threaten,True,False,False,False,False,False
spel,"noun, het",game,True,False,False,False,False,False
eenmaal,adv,a) just b) once,True,False,False,False,False,False
wijze,"noun, de",way,True,False,False,False,False,False
zorg,"noun, de",a) care b) worry,True,False,False,False,False,False
los,adj,loose,True,False,False,False,False,False
tevreden,adj,satisfied,True,False,False,False,False,False
brief,"noun, de(m)",letter,True,False,False,False,False,False
sterven,verb,to die,True,False,False,False,False,False
been,"noun, het",leg,True,False,False,False,False,False
omgeving,"noun, de(f)","environment, surroundings",True,False,False,False,False,False
broer,"noun, de(m)",brother,True,False,False,False,False,False
daarin,adv,therein,True,False,False,False,False,False
onmiddellijk,adj,immediate,True,False,False,False,False,False
indruk,"noun, de(m)",impression,True,False,False,False,False,False
onderzoeken,verb,to investigate,True,False,False,False,False,False
beschouwen,verb,to consider,True,False,False,False,False,False
straks,adv,later,True,False,False,False,False,False
taal,"noun, de",language,True,False,False,False,False,False
winkel,"noun, de(m)",shop,True,False,False,False,False,False
ervoor,adv,for it,True,False,False,False,False,False
breed,adj,wide,True,False,False,False,False,False
regel,"noun, de(m)",rule,True,False,False,False,False,False
lucht,"noun, de",air,True,False,False,False,False,False
hulp,"noun, de",help,True,False,False,False,False,False
daarop,adv,on it,True,False,False,False,False,False
warm,adj,hot,True,False,False,False,False,False
tegenwoordig,adv,nowadays,True,False,False,False,False,False
tekenen,verb,to draw,True,False,False,False,False,False
volk,"noun, het",people,True,False,False,False,False,False
voordeel,"noun, het",advantage,True,False,False,False,False,False
lief,adj,nice,True,False,False,False,False,False
serieus,adj,serious,True,False,False,False,False,False
ernstig,adj,serious,True,False,False,False,False,False
arm,"noun, de(m)",arm,True,False,False,False,False,False
vanwege,prep,because of,True,False,False,False,False,False
regelmatig,adj,regular,True,False,False,False,False,False
vriendin,"noun, de(f)",a) (female) friend b) girlfriend,True,False,False,False,False,False
bed,"noun, het",bed,True,False,False,False,False,False
top,"noun, de(m)",top,True,False,False,False,False,False
kennis,"noun, de(f)",a) knowledge b) acquantaince,True,False,False,False,False,False
flink,adj,significant,True,False,False,False,False,False
stand,"noun, de(m)",a) position b) score,True,False,False,False,False,False
mama,"noun, de(f)",mummy,True,False,False,False,False,False
eindigen,verb,to end,True,False,False,False,False,False
relatie,"noun, de(f)",relation,True,False,False,False,False,False
bang,adj,"afraid, frightened",True,False,False,False,False,False
slapen,verb,to sleep,True,False,False,False,False,False
macht,"noun, de",power,True,False,False,False,False,False
kerk,"noun, de",church,True,False,False,False,False,False
beroep,"noun, het",profession,True,False,False,False,False,False
lichaam,"noun, het",body,True,False,False,False,False,False
rijk,adj,rich,True,False,False,False,False,False
ontwikkelen,verb,to develop,True,False,False,False,False,False
regelen,verb,"to regulate, to arrange",True,False,False,False,False,False
kwijt,adj,lost,True,False,False,False,False,False
beseffen,verb,to realize,True,False,False,False,False,False
allerlei,pron,all kinds of,True,False,False,False,False,False
dorp,"noun, het",village,True,False,False,False,False,False
gedachte,"noun, de(f)",thought,True,False,False,False,False,False
invloed,"noun, de(m)",influence,True,False,False,False,False,False
delen,verb,to share,True,False,False,False,False,False
vliegen,verb,to fly,True,False,False,False,False,False
jammer,adj,a pity,True,False,False,False,False,False
Nederlands,"noun, het",Dutch,True,False,False,False,False,False
herinneren,verb,to remember,True,False,False,False,False,False
beloven,verb,to promise,True,False,False,False,False,False
afstand,"noun, de(m)",distance,True,False,False,False,False,False
prachtig,adj,wonderful,True,False,False,False,False,False
bezoeken,verb,to visit,True,False,False,False,False,False
eerlijk,adj,"honest, fair",True,False,False,False,False,False
voorstel,"noun, het",proposal,True,False,False,False,False,False
veilig,adj,safe,True,False,False,False,False,False
Engels,adj,English,True,False,False,False,False,False
vlak,adv,right,True,False,False,False,False,False
bewust,adj,"conscious, aware",True,False,False,False,False,False
optreden,verb,to appear,True,False,False,False,False,False
feest,"noun, het",party,True,False,False,False,False,False
geel,adj,yellow,True,False,False,False,False,False
kwestie,"noun, de(f)","question, issue",True,False,False,False,False,False
perfect,adj,perfect,True,False,False,False,False,False
links,adj,a) left b) left-wing,True,False,False,False,False,False
god,"noun, de(m)",god,True,False,False,False,False,False
springen,verb,to jump,True,False,False,False,False,False
dier,"noun, het",animal,True,False,False,False,False,False
hoek,"noun, de(m)",corner,True,False,False,False,False,False
enig,adj,only,True,False,False,False,False,False
bal,"noun, de(m)",ball,True,False,False,False,False,False
eenvoudig,adj,simple,True,False,False,False,False,False
vergelijken,verb,to compare,True,False,False,False,False,False
verplichten,verb,to oblige,True,False,False,False,False,False
mond,"noun, de(m)",mouth,True,False,False,False,False,False
vullen,verb,to fill,True,False,False,False,False,False
tiental,"noun, het",ten,True,False,False,False,False,False
redden,verb,to save,True,False,False,False,False,False
studie,"noun, de(f)",study,True,False,False,False,False,False
afsluiten,verb,to close,True,False,False,False,False,False
gat,"noun, het",hole,True,False,False,False,False,False
kleur,"noun, de",colour,True,False,False,False,False,False
goedkoop,adj,cheap,True,False,False,False,False,False
liefde,"noun, de(f)",love,True,False,False,False,False,False
modern,adj,modern,True,False,False,False,False,False
positie,"noun, de(f)",position,True,False,False,False,False,False
gast,"noun, de(m)",guest,True,False,False,False,False,False
grijpen,verb,to grab,True,False,False,False,False,False
aanleiding,"noun, de(f)","reason, occasion",True,False,False,False,False,False
terrein,"noun, het",ground,True,False,False,False,False,False
interessant,adj,interesting,True,False,False,False,False,False
rij,"noun, de",row,True,False,False,False,False,False
universiteit,"noun, de(f)",university,True,False,False,False,False,False
zulk,pron,such,True,False,False,False,False,False
les,"noun, de",lesson,True,False,False,False,False,False
degelijk,adj,sound,True,False,False,False,False,False
erin,adv,in it,True,False,False,False,False,False
zingen,verb,to sing,True,False,False,False,False,False
aanbieden,verb,to offer,True,False,False,False,False,False
onderwerp,"noun, het",topic,True,False,False,False,False,False
vanavond,adv,tonight,True,False,False,False,False,False
gevaarlijk,adj,dangerous,True,False,False,False,False,False
danken,verb,"to thank, to owe",True,False,False,False,False,False
trouwen,verb,to marry,True,False,False,False,False,False
erbij,adv,there,True,False,False,False,False,False
afspraak,"noun, de",appointment,True,False,False,False,False,False
wensen,verb,to wish,True,False,False,False,False,False
kwaad,adj,a) angry b) evil,True,False,False,False,False,False
verlopen,verb,to go,True,False,False,False,False,False
"mijzelf, mezelf",pron,myself,True,False,False,False,False,False
muur,"noun, de(m)",wall,True,False,False,False,False,False
stemmen,verb,to vote,True,False,False,False,False,False
boodschap,"1) noun, de(f) 2) noun, pl","1) message 2) purchase, shopping",True,False,False,False,False,False
gek,adj,crazy,True,False,False,False,False,False
zak,"noun, de(m)",bag,True,False,False,False,False,False
