Word,Part-of-Speech,Definition,whether_core,whether_general,whether_spoken,whether_fiction,whether_newspapers,whether_web
ontsnappen,verb,to escape,False,False,False,True,True,False
nieuwsgierig,adj,curious,False,False,False,True,False,False
hijgen,verb,"to gasp, to pant",False,False,False,True,False,False
vuil,adj,dirt,False,False,False,True,False,False
hal,"noun, de",hall,False,False,False,True,False,False
bar,"noun, de",bar,False,False,False,True,False,False
gewoonte,"noun, de(f)",habit,False,False,False,True,False,False
naakt,adj,"nude, naked",False,False,False,True,False,False
hevig,adj,"violent, fierce",False,False,False,True,True,False
keurig,adj,neat,False,False,False,True,False,False
roze,adj,pink,False,False,False,True,False,False
stinken,verb,to smell,False,False,False,True,False,False
haastig,adj,hasty,False,False,False,True,False,False
mes,"noun, het",knife,False,False,False,True,True,False
liegen,verb,to lie,False,False,False,True,False,False
kraken,verb,"to crunch, to crack",False,False,False,True,False,False
eeuwig,adj,eternal,False,False,False,True,False,False
tevoren,adv,before,False,False,True,True,False,False
gemak,"noun, het",ease,False,False,False,True,False,False
reiken,verb,to reach,False,False,False,True,False,False
schamen (zich),verb,to be ashamed,False,False,False,True,False,False
wijd,adj,wide,False,False,False,True,False,False
kaal,adj,bald,False,False,False,True,False,False
lot,"noun, het",fate,False,False,False,True,True,False
glimmen,verb,"to glow, to shine",False,False,False,True,False,False
knippen,verb,to cut,False,False,False,True,False,False
eenzaam,adj,lonely,False,False,False,True,False,False
onderbreken,verb,to interrupt,False,False,False,True,False,False
bedekken,verb,to cover,False,False,False,True,False,False
slok,"noun, de(m)",sip,False,False,False,True,False,False
vlek,"noun, het/de",stain,False,False,False,True,False,False
scheuren,verb,to tear,False,False,False,True,False,False
wijs,adj,wise,False,False,False,True,False,False
achterover,adv,backwards,False,False,False,True,False,False
merkwaardig,adj,curious,False,False,False,True,False,False
horloge,"noun, het",watch,False,False,False,True,False,False
ongetwijfeld,adv,undoubtedly,False,False,False,True,True,False
gillen,verb,to scream,False,False,False,True,False,False
plank,"noun, de","plank, board",False,False,False,True,False,False
net,adj,"neat, tidy",False,False,True,True,False,False
verlegen,adj,shy,False,False,False,True,False,False
mouw,"noun, de",sleeve,False,False,False,True,False,False
steek,"noun, de(m)","stitch, twinge",False,False,False,True,False,False
golf,"noun, de",wave,False,False,False,True,False,False
plafond,"noun, het",ceiling,False,False,False,True,False,False
touw,"noun, het",rope,False,False,False,True,False,False
stromen,verb,to flow,False,False,False,True,False,False
nerveus,adj,nervous,False,False,False,True,False,False
schoonheid,"noun, de(f)",beauty,False,False,False,True,False,False
maag,"noun, de",stomach,False,False,False,True,False,False
stijf,adj,stiff,False,False,False,True,False,False
kruis,"noun, het",cross,False,False,False,True,False,False
staart,"noun, de(m)",tail,False,False,False,True,False,False
duim,"noun, de(m)",thumb,False,False,False,True,False,False
strijken,verb,"to brush, to stroke",False,False,False,True,False,False
ademen,verb,to breathe,False,False,False,True,False,False
voorover,adv,face forward,False,False,False,True,False,False
ergeren (zich),verb,to annoy,False,False,False,True,False,False
uitdrukking,"noun, de(f)",expression,False,False,False,True,False,False
rechtop,adv,upright,False,False,False,True,False,False
bil,"noun, de",buttock,False,False,False,True,False,False
gespannen,adj,tense,False,False,False,True,False,False
nagel,"noun, de(m)",nail,False,False,False,True,False,False
hardop,adv,aloud,False,False,False,True,False,False
rivier,"noun, de",river,False,False,False,True,False,True
dij,"noun, de",thigh,False,False,False,True,False,False
bewonderen,verb,to admire,False,False,False,True,False,False
woedend,adj,furious,False,False,False,True,False,False
wijsvinger,"noun, de(m)",index finger,False,False,False,True,False,False
stok,"noun, de(m)",stick,False,False,False,True,False,False
eindeloos,adj,endless,False,False,False,True,False,False
smeken,verb,to beg,False,False,False,True,False,False
evenmin,adv,as little as nor,False,False,False,True,True,False
doorbrengen,verb,to spend,False,False,False,True,False,False
tasten,verb,to grope,False,False,False,True,False,False
zweven,verb,to float,False,False,False,True,False,False
dadelijk,adv,immediately,False,False,True,True,False,False
ellende,"noun, de",misery,False,False,False,True,False,False
achteruit,adv,backwards,False,False,False,True,False,False
knoop,"noun, de(m)","knot, button",False,False,False,True,False,False
poos,"noun, de",while,False,False,False,True,False,False
klemmen,verb,"to stick, to jam",False,False,False,True,False,False
uitzicht,"noun, het",view,False,False,False,True,True,False
ruit,"noun, de",window,False,False,False,True,False,False
kist,"noun, de",chest,False,False,False,True,False,False
bezorgd,adj,concerned,False,False,False,True,False,False
opgewekt,adj,cheerful,False,False,False,True,False,False
achteren,adv,back,False,False,False,True,False,False
badkamer,"noun, de",bathroom,False,False,False,True,False,False
vloeken,verb,"to curse, to swear",False,False,False,True,False,False
dankbaar,adj,grateful,False,False,False,True,False,False
hap,"noun, de(m)",bite,False,False,False,True,False,False
halverwege,adv,halfway,False,False,False,True,False,False
jongeman,"noun, de(m)",young man,False,False,False,True,True,False
schokken,verb,"a) to shake, b) to shock",False,False,False,True,False,False
omlaag,adv,down,False,False,False,True,False,False
hek,"noun, het",fence,False,False,False,True,False,False
genoegen,"noun, het",pleasure,False,False,False,True,False,False
wanhopig,adj,desperate,False,False,False,True,False,False
verwonderen,verb,to surprise,False,False,False,True,False,False
betrappen,verb,to catch,False,False,False,True,True,False
stuur,"noun, het","steering wheel, handlebars",False,False,False,True,True,False
ijzeren,adj,iron,False,False,False,True,False,False
voorgoed,adv,permanently,False,False,False,True,False,False
druppel,"noun, de(m)",drop,False,False,False,True,False,False
haten,verb,to hate,False,False,False,True,False,False
aanraken,verb,to touch,False,False,False,True,False,False
gestalte,"noun, de(f)",shape,False,False,False,True,False,False
chauffeur,"noun, de(m)",driver,False,False,False,True,True,False
plakken,verb,to stick,False,False,False,True,False,False
heuvel,"noun, de(m)",hill,False,False,False,True,False,False
zoet,adj,sweet,False,False,False,True,False,False
verlichten,verb,"to light, to illuminate",False,False,False,True,False,False
ouderwets,adj,old-fashioned,False,False,False,True,False,False
schok,"noun, de(m)",shock,False,False,False,True,False,False
tegemoet,adv,towards,False,False,False,True,True,False
"hersenen, hersens","noun, pl",brain,False,False,False,True,False,False
medelijden,"noun, het",pity,False,False,False,True,False,False
bevrijden,verb,to free,False,False,False,True,True,False
somber,adj,gloomy,False,False,False,True,False,False
zuigen,verb,to suck,False,False,False,True,False,False
ontbijt,"noun, het",breakfast,False,False,False,True,False,False
woonkamer,"noun, de",living room,False,False,False,True,False,False
grijnzen,verb,to grin,False,False,False,True,False,False
waaien,verb,to blow,False,False,False,True,False,False
juffrouw,"noun, de(f)",a) lady b) teacher,False,False,False,True,False,False
doordringen,verb,to penetrate,False,False,False,True,False,False
kreet,"noun, de(m)",cry,False,False,False,True,False,False
heftig,adj,violent,False,False,False,True,False,False
maan,"noun, de",moon,False,False,False,True,False,False
bukken (zich),verb,to bend,False,False,False,True,False,False
slap,adj,weak,False,False,False,True,False,False
kwalijk,adj,"evil, bad",False,False,False,True,False,False
logeren,verb,to stay,False,False,False,True,False,False
angstig,adj,anxious,False,False,False,True,False,False
sneeuw,"noun, de",snow,False,False,False,True,False,False
omdraaien (zich),verb,to turn (round),False,False,False,True,False,False
stoep,"noun, de",pavement,False,False,False,True,False,False
bezorgen,verb,to give,False,False,False,True,True,False
onzeker,adj,uncertain,False,False,False,True,True,False
pijp,"noun, de",pipe,False,False,False,True,False,False
glad,adj,smooth,False,False,False,True,False,False
kus,"noun, de(m)",kiss,False,False,False,True,False,True
koesteren,verb,to cherish,False,False,False,True,True,False
spreiden,verb,to spread,False,False,False,True,False,False
vatten,verb,"to catch, to grasp",False,False,False,True,True,False
ontmoeting,"noun, de(f)",meeting,False,False,False,True,True,False
moeizaam,adj,laborious,False,False,False,True,True,False
koe,"noun, de(f)",cow,False,False,False,True,False,False
besef,"noun, het",understanding,False,False,False,True,False,False
ijs,"noun, het",ice,False,False,False,True,False,False
maaltijd,"noun, de(m)",meal,False,False,False,True,False,False
geheugen,"noun, het",memory,False,False,False,True,False,False
begeven,verb,to break down,False,False,False,True,False,False
klank,"noun, de(m)",sound,False,False,False,True,False,False
knop,"noun, de(m)",button,False,False,False,True,False,False
ontspannen,verb,to relax,False,False,False,True,False,False
hol,adj,hollow,False,False,False,True,False,False
opgelucht,adj,relieved,False,False,False,True,False,False
hollen,verb,to run,False,False,False,True,False,False
grootvader,"noun, de(m)",grandfather,False,False,False,True,False,False
opwinding,"noun, de(f)",excitement,False,False,False,True,False,False
verdomme,interj,damn,False,False,False,True,False,False
scheef,adj,"crooked, oblique",False,False,False,True,False,False
verontschuldigen (zich),verb,to excuse (oneself),False,False,False,True,False,False
gewoonlijk,adv,usually,False,False,False,True,False,False
verraden,verb,to betray,False,False,False,True,False,False
zenuwachtig,adj,nervous,False,False,False,True,False,False
heup,"noun, de",hip,False,False,False,True,False,False
ernaar,adv,"to it, at it, after it",False,False,False,True,False,False
onzichtbaar,adj,invisible,False,False,False,True,False,False
bekennen,verb,to confess,False,False,False,True,True,False
hitte,"noun, de(f)",heat,False,False,False,True,False,False
moeilijkheid,"noun, de(f)",difficulty,False,False,False,True,False,False
zakdoek,"noun, de(m)",handkerchief,False,False,False,True,False,False
vanmiddag,adv,this afternoon,False,False,True,True,False,False
fluiten,verb,to whistle,False,False,False,True,False,False
hemd,"noun, het","vest, shirt",False,False,False,True,False,False
spoedig,adv,soon,False,False,False,True,False,False
aandachtig,adj,attentive,False,False,False,True,False,False
"alstublieft, alsjeblieft, a.u.b.",,please,False,False,False,True,False,True
peinzen,verb,to ponder,False,False,False,True,False,False
diepte,"noun, de(f)",depth,False,False,False,True,False,False
sluipen,verb,to sneak,False,False,False,True,False,False
spotten,verb,"to joke, to mock",False,False,False,True,False,False
kreunen,verb,to groan,False,False,False,True,False,False
grinniken,verb,to chuckle,False,False,False,True,False,False
troosten,verb,to comfort,False,False,False,True,False,False
overhemd,"noun, het",shirt,False,False,False,True,False,False
vaart,"noun, de",speed,False,False,False,True,True,False
fantasie,"noun, de(f)",fantasy,False,False,False,True,False,False
wond,"noun, de",wound,False,False,False,True,False,False
duisternis,"noun, de(f)",darkness,False,False,False,True,False,False
kou,"noun, de(f)",cold,False,False,False,True,False,False
roerloos,adj,motionless,False,False,False,True,False,False
afloop,"noun, de(m)",end,False,False,False,True,True,False
lui,"noun, pl",people,False,False,False,True,False,False
hoorn,"noun, de(m)","receiver, horn",False,False,False,True,False,False
vriendschap,"noun, de(f)",friendship,False,False,False,True,False,False
haak,"noun, de(m)",hook,False,False,False,True,False,False
parkeren,verb,to park,False,False,False,True,True,False
portier,"1) noun, het 2) noun, de(m)",1) door 2) doorkeeper,False,False,False,True,False,False
taxi,"noun, de(m)",taxi,False,False,False,True,False,False
beven,verb,to tremble,False,False,False,True,False,False
vreugde,"noun, de(f)",joy,False,False,False,True,False,False
uniform,"noun, de/het",uniform,False,False,False,True,False,False
pols,"noun, de(m)",wrist,False,False,False,True,False,False
rechterhand,"noun, de",right hand,False,False,False,True,False,False
struik,"noun, de(m)",bush,False,False,False,True,False,False
eenzaamheid,"noun, de(f)",loneliness,False,False,False,True,False,False
ruk,"noun, de(m)",jerk,False,False,False,True,False,False
pan,"noun, de",pan,False,False,False,True,False,False
graf,"noun, het",grave,False,False,False,True,False,False
vannacht,adv,"tonight, last night",False,False,True,True,False,False
wuiven,verb,to wave,False,False,False,True,False,False
dol,adj,crazy,False,False,False,True,False,False
opsteken,verb,to light up,False,False,False,True,False,False
emotie,"noun, de(f)",emotion,False,False,False,True,True,False
slingeren,verb,to swing,False,False,False,True,False,False
hartelijk,adj,warm,False,False,True,True,False,False
klappen,verb,to clap,False,False,False,True,False,False
laars,"noun, de",boot,False,False,False,True,False,False
elleboog,"noun, de(m)",elbow,False,False,False,True,False,False
vlam,"noun, de",flame,False,False,False,True,True,False
gemeen,adj,mean,False,False,False,True,False,False
sissen,verb,to hiss,False,False,False,True,False,False
verwarring,"noun, de(f)",confusion,False,False,False,True,False,False
zojuist,adv,just (now),False,False,False,True,False,False
vanmorgen,adv,this morning,False,False,True,True,False,False
pet,"noun, de","cap, hat",False,False,False,True,False,False
praatje,"noun, het","talk, chat",False,False,False,True,False,False
zwellen,verb,to swell,False,False,False,True,False,False
ongeduldig,adj,impatient,False,False,False,True,False,False
turen,verb,to stare,False,False,False,True,False,False
geslacht,"noun, het",sex,False,False,False,True,False,True
zoenen,verb,to kiss,False,False,False,True,False,False
boterham,"noun, de",sandwich,False,False,False,True,False,False
doch,conj,but,False,False,False,True,False,True
blozen,verb,to blush,False,False,False,True,False,False
bidden,verb,to pray,False,False,False,True,False,False
wonderlijk,adj,wonderful,False,False,False,True,False,False
lift,"noun, de(m)",lift,False,False,False,True,True,False
betreden,verb,to enter,False,False,False,True,False,False
drogen,verb,to dry,False,False,False,True,False,False
teleurstellen,verb,to disappoint,False,False,False,True,True,False
arriveren,verb,to arrive,False,False,False,True,True,False
zilveren,adj,silver,False,False,False,True,False,False
scheren,verb,to shave,False,False,False,True,False,False
brullen,verb,to roar,False,False,False,True,False,False
vochtig,adj,moist,False,False,False,True,False,False
opkijken,verb,to look up,False,False,False,True,False,False
dwalen,verb,to wander,False,False,False,True,False,False
gloeien,verb,to glow,False,False,False,True,False,False
smijten,verb,"to throw, to fling",False,False,False,True,False,False
bescheiden,adj,modest,False,False,False,True,True,False
weglopen,verb,"to walk away, to run away",False,False,False,True,False,False
roos,"noun, de",rose,False,False,False,True,False,False
bemoeien (zich),verb,to interfere,False,False,False,True,False,False
schoot,"noun, de(m)",lap,False,False,False,True,False,False
zeuren,verb,"to whine, to nag",False,False,False,True,False,False
snuiven,verb,to sniff,False,False,False,True,False,False
overvallen,verb,"to surprise, to overtake to raid, to assault",False,False,False,True,True,False
langzamerhand,adv,gradually,False,False,True,True,False,False
schedel,"noun, de(m)",skull,False,False,False,True,False,False
deuropening,"noun, de(f)",doorway,False,False,False,True,False,False
onderdrukken,verb,to suppress,False,False,False,True,False,False
likken,verb,to lick,False,False,False,True,False,False
afwezig,adj,absent,False,False,False,True,True,False
krul,"noun, de",curl,False,False,False,True,False,False
giechelen,verb,to giggle,False,False,False,True,False,False
dekken,verb,to cover,False,False,False,True,False,False
kont,"noun, de",bottom,False,False,False,True,False,False
verbeelding,"noun, de(f)",imagination,False,False,False,True,False,False
versleten,adj,worn,False,False,False,True,False,False
grootmoeder,"noun, de(f)",grandmother,False,False,False,True,False,False
ontroeren,verb,to move,False,False,False,True,False,False
amuseren (zich),verb,to amuse,False,False,False,True,False,False
bek,"noun, de(m)",mouth,False,False,False,True,False,False
schaamte,"noun, de(f)",shame,False,False,False,True,False,False
portret,"noun, het",portrait,False,False,False,True,True,False
aardappel,"noun, de(m)",potato,False,False,False,True,False,False
plas,"noun, de(m)",puddle,False,False,False,True,False,False
ruw,adj,rough,False,False,False,True,False,False
spoelen,verb,to wash,False,False,False,True,False,False
hel,"noun, de",hell,False,False,False,True,False,False
haasten (zich),verb,to hurry,False,False,False,True,False,False
lichten,verb,to lift,False,False,False,True,True,False
begrafenis,"noun, de(f)",funeral,False,False,False,True,False,False
engel,"noun, de(m)",angel,False,False,False,True,False,True
irriteren,verb,to irritate,False,False,False,True,False,False
onrustig,adj,restless,False,False,False,True,False,False
huiskamer,"noun, de",living room,False,False,False,True,False,False
sok,"noun, de",sock,False,False,False,True,False,False
verrassing,"noun, de(f)",surprise,False,False,False,True,True,False
uitgeput,adj,exhausted,False,False,False,True,False,False
groeten,verb,to greet,False,False,False,True,False,False
rinkelen,verb,to ring,False,False,False,True,False,False
struikelen,verb,to stumble,False,False,False,True,False,False
bewondering,"noun, de(f)",admiration,False,False,False,True,False,False
ontwijken,verb,to avoid,False,False,False,True,False,False
prikken,verb,to prick,False,False,False,True,False,False
wanhoop,"noun, de",despair,False,False,False,True,False,False
lusten,verb,to like,False,False,False,True,False,False
zonlicht,"noun, het",sunlight,False,False,False,True,False,False
hak,"noun, de",heel,False,False,False,True,False,False
ontwaken,verb,to wake up,False,False,False,True,False,False
wijf,"noun, het","woman, broad",False,False,False,True,False,False
bladeren,verb,to glance through,False,False,False,True,False,False
halfuur,"noun, het",half (an) hour,False,False,False,True,True,False
kaars,"noun, de",candle,False,False,False,True,False,False
opluchting,"noun, de(f)",relief,False,False,False,True,False,False
zolder,"noun, de(m)",loft,False,False,False,True,False,False
verdomd,adj,damn(ed),False,False,False,True,False,False
loslaten,verb,"to let go, to release",False,False,False,True,False,False
begroeten,verb,to greet,False,False,False,True,False,False
piepen,verb,to squeak,False,False,False,True,False,False
sigaar,"noun, de",cigar,False,False,False,True,False,False
kraan,"noun, de","tap, crane",False,False,False,True,False,False
verheffen (zich),verb,to rise,False,False,False,True,False,False
venster,"noun, het",window,False,False,False,True,False,False
lap,"noun, de(m)",rag,False,False,False,True,False,False
voetstap,"noun, de(m)",footstep,False,False,False,True,False,False
uitsteken,verb,a) to hold out b) to stick/stand out,False,False,False,True,False,False
driftig,adj,"angry, short-tempered",False,False,False,True,False,False
hoer,"noun, de(f)",whore,False,False,False,True,False,False
verbijsteren,verb,to bewilder,False,False,False,True,False,False
eigenaardig,adj,peculiar,False,False,False,True,False,False
douche,"noun, de",shower,False,False,False,True,False,False
spier,"noun, de",muscle,False,False,False,True,False,False
opbellen,verb,to call (up),False,False,True,True,False,False
handdoek,"noun, de(m)",towel,False,False,False,True,False,False
gevel,"noun, de(m)",façade,False,False,False,True,True,False
schelden,verb,to curse,False,False,False,True,False,False
bot,"noun, het",bone,False,False,False,True,False,False
straal,"noun, de",beam,False,False,False,True,False,False
emmer,"noun, de(m)",bucket,False,False,False,True,False,False
snor,"noun, de(m)",moustache,False,False,False,True,False,False
grauw,adj,grey,False,False,False,True,False,False
vluchtig,adj,"brief, quick",False,False,False,True,False,False
persen,verb,to press,False,False,False,True,False,False
plechtig,adj,solemn,False,False,False,True,False,False
mand,"noun, de",basket,False,False,False,True,False,False
meegaan,verb,to go (along) with,False,False,True,True,False,False
ontgaan,verb,to escape,False,False,False,True,False,False
intens,adj,intense,False,False,False,True,True,False
vergeven,verb,to forgive,False,False,False,True,False,False
tamelijk,adv,rather,False,False,True,True,False,False
troost,"noun, de(m)",comfort,False,False,False,True,False,False
baard,"noun, de(m)",beard,False,False,False,True,False,False
poetsen,verb,to clean,False,False,False,True,False,False
verbreken,verb,to break up/off,False,False,True,True,False,False
wringen,verb,to worm,False,False,False,True,False,False
tapijt,"noun, het",carpet,False,False,False,True,False,False
zenuw,"noun, de",nerve,False,False,False,True,False,False
geheimzinnig,adj,mysterious,False,False,False,True,False,False
volmaakt,adj,perfect,False,False,False,True,False,False
"koek, koekje","noun, de(m)/het",biscuit,False,False,False,True,False,False
schuur,"noun, de","barn, shed",False,False,False,True,False,False
nietwaar,interj,is(n’t) it,False,False,False,True,False,False
spijten,verb,to regret,False,False,False,True,False,False
vrijen,verb,to make love,False,False,False,True,False,False
horizon,"noun, de(m)",horizon,False,False,False,True,False,False
daarnet,adv,just (now),False,False,True,True,False,False
hok,"noun, het",shed,False,False,False,True,False,False
meubel,"noun, het",piece of furniture,False,False,False,True,False,False
erachter,adv,"behind (it, them)",False,False,True,True,False,False
knopen,verb,"to knot, to tie",False,False,False,True,False,False
druipen,verb,to drip,False,False,False,True,False,False
stiekem,adj,secret,False,False,False,True,False,False
spannen (zich),verb,"to tense, to tighten",False,False,False,True,False,False
soep,"noun, de",soup,False,False,False,True,False,False
geduldig,adj,patient,False,False,False,True,False,False
zweten,verb,to sweat,False,False,False,True,False,False
staal,"noun, het",steel,False,False,False,True,True,False
geleiden,verb,"to guide, to lead",False,False,False,True,False,False
ongerust,adj,anxious,False,False,False,True,False,False
uitstrekken,verb,to reach out,False,False,False,True,False,False
balkon,"noun, het",balcony,False,False,False,True,False,False
nest,"noun, het",nest,False,False,False,True,False,False
wagen (zich),verb,to risk,False,False,False,True,False,False
kier,"noun, de",crack,False,False,False,True,False,False
linkerhand,"noun, de",left hand,False,False,False,True,False,False
wal,"noun, de(m)",quay,False,False,False,True,False,False
grommen,verb,to growl,False,False,False,True,False,False
onverschillig,adj,indifferent,False,False,False,True,False,False
drempel,"noun, de(m)","threshold, doorstep",False,False,False,True,False,False
smeren,verb,"to spread, to butter",False,False,False,True,False,False
omhelzen,verb,to embrace,False,False,False,True,False,False
kaak,"noun, de",jaw,False,False,False,True,False,False
ketting,"noun, de",chain,False,False,False,True,False,False
onttrekken (zich),verb,to withdraw,False,False,False,True,False,False
overheen,adv,"across, over",False,False,True,True,False,False
minnaar,"noun, de(m)",lover,False,False,False,True,False,False
onvermijdelijk,adj,inevitable,False,False,False,True,True,False
verheugen (zich),verb,to be happy,False,False,False,True,False,False
nieuwsgierigheid,"noun, de(f)",curiosity,False,False,False,True,False,False
oneindig,adj,infinite,False,False,False,True,False,False
genot,"noun, het",delight,False,False,False,True,False,False
treurig,adj,sad,False,False,False,True,False,False
knielen,verb,to kneel,False,False,False,True,False,False
voorbijgaan,verb,to pass,False,False,False,True,False,False
scène,"noun, de",scene,False,False,False,True,True,False
verdiepen (zich),verb,"to go into, to be caught up in",False,False,False,True,False,False
plagen,verb,to tease,False,False,False,True,False,False
gretig,adj,eager,False,False,False,True,True,False
mat,"noun, de",mat,False,False,False,True,False,False
vingertop,"noun, de(m)",fingertip,False,False,False,True,False,False
afschuwelijk,adj,horrible,False,False,False,True,False,False
wankelen,verb,to stagger,False,False,False,True,False,False
dof,adj,dull,False,False,False,True,False,False
krijsen,verb,"to shriek, to scream",False,False,False,True,False,False
snikken,verb,to sob,False,False,False,True,False,False
erom,adv,around it about it,False,False,True,True,False,False
blinken,verb,to shine,False,False,False,True,False,False
wenken,verb,to beckon,False,False,False,True,False,False
kruisen,verb,to cross,False,False,False,True,False,False
razen,verb,a) to race b) to rage,False,False,False,True,False,False
hijzelf,pron,himself,False,False,False,True,False,False
opendoen,verb,to open,False,False,True,True,False,False
koperen,adj,copper,False,False,False,True,False,False
fraai,adj,beautiful,False,False,False,True,True,False
whisky,"noun, de(m)",whisky,False,False,False,True,False,False
gebaren,verb,to gesture,False,False,False,True,False,False
villa,"noun, de",villa,False,False,False,True,True,False
verontwaardigd,adj,"outraged, indignant",False,False,False,True,False,False
krabben,verb,to scratch,False,False,False,True,False,False
zweren,verb,to swear,False,False,False,True,False,False
oprapen,verb,to pick up,False,False,False,True,False,False
kachel,"noun, de","stove, heater",False,False,False,True,False,False
verzinken,verb,to sink,False,False,False,True,False,False
bloeden,verb,to bleed,False,False,False,True,False,False
tik,"noun, de(m)",tap,False,False,False,True,False,False
rillen,verb,to shiver,False,False,False,True,False,False
doodstil,adj,stock-still,False,False,False,True,False,False
raadsel,"noun, het",mystery,False,False,False,True,False,False
onrust,"noun, de",unrest,False,False,False,True,True,False
onhandig,adj,awkward,False,False,False,True,False,False
beroerd,adj,miserable,False,False,False,True,False,False
poes,"noun, de",cat,False,False,False,True,False,False
kraag,"noun, de(m)",collar,False,False,False,True,False,False
fronsen,verb,to frown,False,False,False,True,False,False
huiveren,verb,to shiver,False,False,False,True,False,False
overhandigen,verb,to hand (over),False,False,False,True,True,False
tafereel,"noun, het",scene,False,False,False,True,False,False
stikken,verb,to choke,False,False,False,True,False,False
vreten,verb,to stuff,False,False,False,True,False,False
daarachter,adv,"behind it, behind them",False,False,True,True,False,False
echtpaar,"noun, het",couple,False,False,False,True,True,False
ernst,"noun, de(m)",seriousness,False,False,False,True,True,False
vergaan,verb,to perish,False,False,False,True,False,False
kroeg,"noun, de",pub,False,False,False,True,False,False
brok,"noun, de/het",piece,False,False,False,True,False,False
krankzinnig,adj,insane,False,False,False,True,False,False
blaffen,verb,to bark,False,False,False,True,False,False
vensterbank,"noun, de",windowsill,False,False,False,True,False,False
bewustzijn,"noun, het",awareness,False,False,False,True,False,False
schuifelen,verb,to shuffle,False,False,False,True,False,False
gek,"noun, de(m)","fool, idiot",False,False,False,True,False,False
cirkel,"noun, de(m)",circle,False,False,False,True,False,False
kleven,verb,to stick,False,False,False,True,False,False
urenlang,adj,"endless, for hours",False,False,False,True,False,False
smerig,adj,dirty,False,False,False,True,False,False
knaap,"noun, de(m)",boy,False,False,False,True,False,False
duister,"noun, het",dark,False,False,False,True,False,False
wapperen,verb,to blow,False,False,False,True,False,False
kauwen,verb,to chew,False,False,False,True,False,False
afkeer,"noun, de(m)",aversion,False,False,False,True,False,False
opdat,conj,so that,False,False,False,True,False,False
ontdoen,verb,"to remove, to discard",False,False,False,True,False,False
lepel,"noun, de(m)",spoon,False,False,False,True,False,False
verlossen,verb,"to release, to free",False,False,False,True,True,False
Hollands,adj,Dutch,False,False,False,True,True,False
zinken,verb,to sink,False,False,False,True,False,False
oprecht,adj,sincere,False,False,False,True,False,False
veer,"noun, de",a) feather b) spring,False,False,False,True,False,False
opschieten,verb,to hurry up,False,False,False,True,False,False
aanblik,"noun, de(m)",sight,False,False,False,True,False,False
ernaast,adv,"next to it, beside it",False,False,True,True,False,False
menigte,"noun, de(f)",crowd,False,False,False,True,False,False
neuken,verb,to screw,False,False,False,True,False,False
knipperen,verb,to blink,False,False,False,True,False,False
ergernis,"noun, de(f)",annoyance,False,False,False,True,True,False
slank,adj,slim,False,False,False,True,False,False
triomfantelijk,adj,triumphant,False,False,False,True,False,False
rek,"noun, het",rack,False,False,False,True,False,False
vermoeien,verb,to tire (out),False,False,False,True,False,False
opschrijven,verb,to write down,False,False,True,True,False,False
misselijk,adj,sick,False,False,False,True,False,False
verven,verb,to paint,False,False,False,True,False,False
benauwd,adj,stuffy,False,False,False,True,False,False
nauwkeurig,adj,accurate,False,False,False,True,False,False
kruk,"noun, de",stool,False,False,False,True,False,False
hulpeloos,adj,helpless,False,False,False,True,False,False
innerlijk,adj,inner,False,False,False,True,False,False
eeuwigheid,"noun, de(f)",eternity,False,False,False,True,False,False
"rond, rondje","noun, het",round,False,False,False,True,True,False
voorlezen,verb,to read (aloud),False,False,True,True,False,False
stampen,verb,to stamp,False,False,False,True,False,False
deksel,"noun, de(m)/het",lid,False,False,False,True,False,False
ditmaal,adv,this time,False,False,False,True,False,False
rots,"noun, de",rock,False,False,False,True,False,False
verschuilen (zich),verb,to hide,False,False,False,True,False,False
plooi,"noun, de","pleat, crease",False,False,False,True,False,False
ofschoon,conj,although,False,False,False,True,False,False
wreed,adj,cruel,False,False,True,True,False,False
nalaten,verb,a) to refrain from b) to leave,False,False,False,True,False,False
gelaat,"noun, het",face,False,False,False,True,False,False
stuiten,verb,to encounter to stop,False,False,False,True,True,False
gracht,"noun, de",canal,False,False,False,True,True,False
dominee,"noun, de(m)",vicar,False,False,False,True,False,False
sla,"noun, de",lettuce,False,False,False,True,False,False
leegte,"noun, de(f)",emptiness,False,False,False,True,False,False
berusten,verb,to resign oneself to,False,False,False,True,False,False
doven,verb,to extinguish,False,False,False,True,False,False
vermoeid,adj,tired,False,False,False,True,False,False
wikkelen,verb,to wrap,False,False,False,True,False,False
afwezigheid,"noun, de(f)",absence,False,False,False,True,True,False
dorst,"noun, de(m)",thirst,False,False,False,True,False,False
smelten,verb,to melt,False,False,False,True,False,False
kil,adj,chilly,False,False,False,True,False,False
loeren,verb,to peek,False,False,False,True,False,False
verpleegster,"noun, de(f)",nurse,False,False,False,True,False,False
kletsen,verb,to chat,False,False,True,True,False,False
hullen,verb,to wrap,False,False,False,True,False,False
hoesten,verb,to cough,False,False,False,True,False,False
ongewoon,adj,unusual,False,False,False,True,True,False
openstaan,verb,to be open,False,False,False,True,False,False
schrapen,verb,to scrape,False,False,False,True,False,False
schijn,"noun, de(m)",appearance,False,False,False,True,True,False
long,"noun, de",lung,False,False,False,True,False,False
verdragen,verb,to bear,False,False,False,True,False,False
gebed,"noun, het",prayer,False,False,False,True,False,False
eraf,adv,off,False,False,True,True,False,False
roeren,verb,to stir,False,False,False,True,False,False
aanrecht,"noun, de(m)/het",kitchen sink,False,False,False,True,False,False
